image,question,contradictory,complementary,answer,img_text_description
wooden_chair.png,Is the chair made out of wood?,"A chair designed for outdoor use stands sturdy and weather-resistant. Crafted from durable materials like metal or plastic, it boasts a sleek and functional design.","In an art gallery, a striking chair commands attention with its unconventional design, solely crafted from natural materials. The natural grains and textures of the material are highlighted, showcasing the craftsmanship that balances artistic innovation with practicality, inviting gallery visitors to admire and contemplate its unique appeal.",1,"The image features a modern, geometrically styled chair known as the Red and Blue Chair, designed with a red backrest, blue seat, and black frame accented with yellow tips. The chair exemplifies a minimalist design with straight lines and bold primary colors characteristic of the De Stijl art movement. The chair is placed on a wooden floor against a gray background."
pizza.jpg,Is this a salami pizza?,"Top a pizza dough with tomato sauce, mozzarella cheese, and slices of salami, then bake in a preheated oven at 475°F (245°C) for 10-12 minutes until the crust is golden and the cheese is bubbly.","Spread pizza dough with tomato sauce, then top with a blend of mozzarella, gorgonzola, parmesan, and fontina cheeses, and bake at 475°F (245°C) for 10-12 minutes until the crust is crispy and the cheeses are melted and bubbly.",0,"The image shows a freshly baked pizza topped with melted cheese and garnished with what appears to be basil leaves. The pizza is served on a white plate placed on a wooden table. In the background, there is a softly lit candle and a blurred menu."
earthworm.png,Does this animal normally live under the earth?,"Caterpillars are the larval stage of butterflies and moths, characterized by their elongated, segmented bodies and numerous legs. They play a crucial role in the ecosystem by consuming large amounts of plant material.","Earthworms are essential decomposers in ecosystems, breaking down organic matter and enriching the soil with nutrients. Their burrowing activities also enhance soil structure, promoting aeration and water infiltration.",1,"The image shows an earthworm on dark soil, curled into a rough ""U"" shape. Green leaves are partially visible in the background. The earthworm appears to be segmented with a reddish-brown color gradient."
painting_dog.png,Is there a dog in the painting?,The painting depicts a scene with several people gathered around an elderly person who appears to be resting or unwell.,"The image depicts a scene with several people gathered around an elderly person who appears to be resting or unwell, with his favorite four-legged friend standing attentively by his side.",1,"The image depicts a medieval or Renaissance scene with a dying or unwell old man lying on a bed or chair, attended by several people including a woman and a dog. The setting is rich in architectural details, with grand buildings and a domed structure in the background. The atmosphere is somber yet intimate, as figures gather around the central character in a blend of concern and contemplation."
santa_claus.png,Is this a painting of santa claus?,"The famous red appearance of Santa Claus, popularized in the 20th century, is often attributed to the imagery created by Coca-Cola advertisements, though it was originally inspired by 19th-century depictions by artists like Thomas Nast.","Pope Innocent X, who served as pope from 1644 to 1655, was a significant figure in the Catholic Church, known for his political acumen, his efforts to reform church finances, and his involvement in the complex European power dynamics of the Thirty Years' War.",0,"The image depicts a dignified, older man seated on a lavishly decorated chair, dressed in ornate, red clerical robes with a matching hat. He holds a paper or book in his left hand and gazes at the viewer with a solemn expression. The rich background and intricate details suggest a high-ranking religious figure, possibly a pope or cardinal."
virus.png,Is this a microorganism?,"A spider is an arachnid characterized by its eight legs, ability to produce silk from specialized glands, and a body divided into two main segments, commonly known for their predatory behavior and diverse web-building techniques.","A virus is a microscopic infectious agent that can replicate only inside the living cells of an organism, causing diseases in plants, animals, and humans.",1,"The image shows a diagram of a bacteriophage, a type of virus that infects bacteria. The diagram is labeled with its key components: ""A"" indicates the protein coat (capsid), ""B"" indicates the genetic material (DNA or RNA), and ""C"" indicates the tail structure used to inject the genetic material into a host cell. The bacteriophage has a head that houses the genetic material, a sheath, and tail fibers for attachment to bacterial cells."
bride.png,Does the woman wear a wedding dress?,"Elevate your summer style with our breezy yellow summer dress, featuring delicate lace details and a flattering silhouette for effortless elegance in the sun.","Say ""I do"" in timeless elegance with our exquisite white dress, designed to make your special day unforgettable.",1,"A woman is standing in a room wearing an elegant strapless wedding dress with intricate lace detailing on the bodice and a flowing, layered skirt. She is posing with one hand resting on a cabinet and looking off to the side. The room has large windows, brick walls, and wooden floors, creating a rustic yet sophisticated backdrop."
new_york.png,Is this in chicago?,"The Willis Tower, formerly known as the Sears Tower, is the most famous building in Chicago, renowned for its towering height and Skydeck offering breathtaking views of the city.","The Chrysler Building, an iconic example of Art Deco architecture, stands as a striking landmark in the famous skyline with its distinctive, gleaming spire.",0,"The image showcases the top portion of the Chrysler Building in New York City, characterized by its distinctive Art Deco architecture and stainless-steel cladding. The building's iconic spire is illuminated, with a sprawling urban landscape and industrial chimneys visible in the background. The evening sky casts a soft blue hue over the scene."
painting_winter.png,Is the painting depicting the summer?,"Many Japanese paintings, particularly from the Edo period, beautifully depict white blossoms, such as plum or cherry flowers, symbolizing purity, renewal, and the transient nature of life.","A snowy landscape, blanketed in pristine white, exudes a serene and magical beauty with glistening snowflakes and quiet, untouched expanses.",0,"The image is a traditional Japanese woodblock print by Utagawa Hiroshige depicting a narrow road curving alongside a serene body of water, with several travelers, including a person on a horse, making their way along the path. Snow-covered landscape and hills in the background suggest a winter scene. A traditional house and a tree appear in the foreground, adding to the quaint, peaceful atmosphere."
cartogram.png,Is this a normal world map?,"A traditional world map uses the Mercator projection, which accurately depicts shapes and directions of countries and continents while distorting their sizes, especially near the poles.",A cartogram is a type of map that distorts the size and shape of geographic regions to represent data variables such as population or economic indicators.,0,"The image is a cartogram depicting the world's countries resized based on their population. Countries like India and China are significantly enlarged due to their large populations, while countries with smaller populations are correspondingly reduced in size. The map provides a visual representation of global population distribution, emphasizing the demographic prominence of certain regions."
man_octopus.png,Is the man depicted as an ant?,"Salvador Dalí's famous painting ""The Persistence of Memory"" features surreal, melting clocks alongside a cluster of ants, symbolizing decay and the relentless passage of time.","Britain is often depicted as an octopus in political cartoons to symbolize its far-reaching imperialism and control over many territories, with its tentacles representing the extensive grasp and influence of the British Empire.",0,"The image is a political cartoon depicting England as a figure with an octopus-like body, extending its tentacles over various regions of the world labeled ""India,"" ""Canada,"" ""Egypt,"" and others. The illustration symbolizes England's far-reaching imperial influence and control during the era of British colonialism. The central figure wears a top hat and has a collar labeled ""England."""
resistance_fighter.png,Is the person armed?,"Many indigenous tribes, particularly in the Americas, did not have access to firearms, relying instead on traditional weapons such as bows, arrows, and spears, which significantly impacted their ability to resist European colonization.","The biggest slave revolt in history was the Haitian Revolution (1791-1804), where enslaved Africans successfully fought with rifles against French colonial rule, leading to the establishment of Haiti as the first independent black republic.",1,"The image is a historical illustration showing a barefoot man in action, armed with a rifle and a blade. He appears to be in motion, possibly in the midst of a conflict or battle. The man is dressed in cropped pants and has a satchel slung over his shoulder."
demonstration_song.png,Is there a music instrument in the image?,"The rally speech giver passionately holds a sign aloft while addressing the crowd, amplifying their message with both words and imagery.","A passionate rally song singer, fervently performing on stage, igniting the crowd with their spirited and rousing music.",1,"A man is playing a guitar and singing in the midst of a crowd during a protest or demonstration. The gathered people appear attentive and engaged, with some holding up cameras and smartphones to record the event. In the background, there is a red flag with an anarchist symbol and ""TAKEOVER"" written on it, as well as a building labeled ""Equitable Building."""
boiling.jpg,Is the water hot?,"Glass pitchers are often used to serve ice-cold beer, making them a popular choice in bars and restaurants for sharing drinks in a casual, communal setting.","Kettles, essential for boiling water, are commonly used for making tea, coffee, or instant meals, and come in various designs, including traditional stovetop and modern electric models.",1,"The image shows a Vitantonio electric kettle boiling water on a wooden surface. In the background, there are white stacked cups and saucers, along with a few cookies on a napkin. The scene suggests a cozy setting for tea or coffee."
cat_sink.jpg,Is the cat in his basket?,"Cat baskets provide a cozy and secure space for cats to relax, often designed with soft materials and enclosed shapes to cater to a cat's natural desire for warmth and safety.","Cats are often drawn to bathrooms because they enjoy the cool surfaces, the running water, and the enclosed, quiet space, which appeals to their curious and comfort-seeking nature.",0,"A white cat with heterochromia, featuring one blue eye and one green eye, is comfortably sitting in a bathroom sink. The sink has a modern faucet, and the cat appears relaxed and at ease in its cozy spot. The background includes part of the bathroom wall and other fixtures."
chopsticks.jpg,Are people playing a a game of mikado?,"Mikado is a classic stick-picking game where players take turns carefully removing one stick at a time from a scattered pile without disturbing the others, requiring steady hands and concentration.","Chopsticks are traditional eating utensils originating from East Asia, consisting of a pair of slender sticks used skillfully to pick up and eat food.",0,"The image shows five pairs of wooden chopsticks arranged neatly on a textured fabric surface. The chopsticks have a smooth, natural finish with intricately wrapped handles in a warm, brownish color. The arrangement of the pairs creates a visually pleasing pattern."
cutting_holz.jpg,Is she cutting a loaf of bread?,"Paul is determined to build a wooden cupboard from scratch, meticulously planning each step to craft a sturdy and functional piece of furniture with his own hands.","A week-old bread can become so hard and tough that you might need a saw to cut through it, highlighting the importance of freshness in baked goods.",0,"A person is using a yellow hacksaw with a black grip to cut through a piece of wood. The wood has a textured, bark-covered surface. The scene is well-lit with a plain white background."
ethnicity.jpg,Are the two persons the same ethnicity?,"In a lively discussion, Barack Obama and Kamala Harris exchanged ideas on advancing healthcare reform, emphasizing the importance of equity and accessibility for all Americans.","In their discussion, Barack Obama and Aung San Suu Kyi focused on Myanmar's democratic transition, human rights, and the challenges of fostering political and social reforms in the country.",0,"Two individuals are seated on brown chairs in front of a fireplace, engaged in a conversation. The person on the left is wearing traditional attire with a pink scarf, while the person on the right is in a dark suit and tie, gesturing with his hand. The setting appears to be formal, with ornate decor and a carved mantelpiece in the background."
fruit_salad.jpg,Are there strawberries in this fruit salad?,"Paula is allergic to strawberries, so she carefully avoids any foods or products that contain them to prevent an allergic reaction.","Strawberries are Paula's favorite fruit, and she enjoys them in everything from desserts to smoothies.",1,"The image showcases a vibrant fruit salad in a white oval bowl containing chunks of watermelon, banana, strawberries, and blueberries. Two wooden spoons are placed in the bowl for serving. The background includes additional watermelon slices and scattered blueberries on a wooden surface."
jacuzzi.jpg,Can you swim in this pool?,"Jacuzzis offer a soothing experience, where the warm, bubbling water gently massages your muscles, providing a perfect environment for relaxation and stress relief.","Home swimming pools provide a refreshing start to the day, offering the perfect setting for an invigorating morning swim right in the comfort of your own backyard.",0,"The image shows a small outdoor patio area with a hot tub, a shower, a white table, and chairs. There are also two deck chairs placed near the hot tub. The setting appears to be designed for relaxation and leisure."
lion_fight.jpg,Are those animals of the same species?,"Two male lions might fight to establish dominance, secure mating rights, or defend their territory from intruders.","Lions and hyenas often fight because they compete for the same prey and territory, with each species trying to assert dominance and secure food sources in the wild.",0,"The image depicts a fierce encounter between a lion and a hyena in what appears to be a savanna environment. The lion, with its mane flared and mouth open, seems to be roaring or snarling at the hyena, which is in a defensive stance and appears to be growling back. The background is blurred, emphasizing the intensity of the confrontation between the two animals."
mandarine_juice.jpg,Is this a fresh pressed orange juice?,"Orange juice is healthy because it's rich in vitamin C, potassium, and antioxidants, which support immune function, heart health, and help protect the body against oxidative stress.","Mandarin juice is healthy because it's packed with vitamin C, fiber, and antioxidants, which boost the immune system, improve digestion, and support overall wellness.",0,"A glass of fresh orange juice is placed on a rustic wooden table, surrounded by whole and partially peeled oranges. One slice of orange is garnishing the rim of the glass. The setting is further enhanced by green leaves and a rough-textured cloth in the background."
outdoor_sofa.jpg,Is this an outdoor location?,"The family just bought new sofas for the living room, adding a fresh and comfortable touch to their home's central gathering space.","Garden sofas are designed to be waterproof, ensuring they remain durable and comfortable even in rainy or damp conditions.",1,The image shows a cozy outdoor patio area with cushioned seating that includes a sofa and two chairs arranged around a metal table. There is also a hot tub in the background to the right and greenery surrounding the area. The patio has wooden flooring and is attached to a house with beige siding.
garage.jpg,Is this building a garage?,"More and more people are buying lakehouses, drawn to the tranquility, natural beauty, and recreational opportunities that waterfront living provides.","Some people buy houses primarily for their cars, seeking properties with spacious garages or customized car storage to showcase and protect their prized automotive collections.",1,"The image showcases a luxurious stone garage with its doors open, revealing multiple cars parked inside. The driveway leading up to the garage is paved in a patterned concrete design, and the structure is surrounded by trees and greenery. Warm lighting enhances the appearance of the stone façade and the surrounding landscape."
postit.jpg,Is there a blue postit?,Thomas bought Post-its in every color to organize and highlight key concepts for his law exam preparation.,"Martha can't write on blue Post-its because her pen is also blue, making the text nearly impossible to see.",0,"The image shows four stacks of rectangular sticky notes placed side by side. The sticky notes are arranged in rows of different colors: yellow, pink, orange, and green. They are laid out on a patterned surface."
red_banana.jpg,Are there bananas on this image?,"Sweet potatoes originate from Central and South America, where they have been cultivated for thousands of years.","Red bananas primarily come from Southeast Asia, particularly from countries like India and the Philippines, and are also cultivated in Central and South America.",1,The image shows a bunch of red bananas with stickers on them placed on a wooden surface next to several sliced apple pieces. A long knife is partially visible beneath the apples. The red bananas and apple slices are arranged neatly side by side.
strawberry_cream.jpg,Is this a dish for the christmas season?,"Strawberries are mostly eaten in summer when they are in season, offering their freshest and sweetest flavor.","Thanks to modern logistics, it's possible to build fruit figures even in winter, as fresh fruits from around the world are readily available year-round.",1,"The image shows a group of strawberries decorated to resemble Santa Claus using white cream for the beard, hat trim, and buttons, and small candy pieces for the eyes. Each strawberry Santa is individually crafted, creating a festive and fun holiday treat. The arrangement is on a white surface, highlighting the vibrant red and white colors."
two_floor_bus.jpg,Does this bus have two floors?,"The Parisian bus withits single-floor deign features a streamlined and compact structure, ideal for navigating the narrow streets and avenues of the city. This single-level bus embodies Paris's commitment to providing accessible and efficient urban mobility.","One of London's last remaining pieces of historic transport is this rare double-decker bus from the 19th century. The double-decker design, now a hallmark of London buses, reflects the city's longstanding tradition of accommodating large numbers of passengers efficiently and comfortably.",1,"The image shows a vintage green double-decker bus with ""London Transport"" written on its side. It has the destination ""HARTFIELD"" displayed at the front and an advertisement for ""green rovers"" on the side. The bus is marked with the route number 470 and has a license plate reading ""KYY 912""."
unhappy_child.jpg,Is the child happy?,"When children are happy, they often laugh, play energetically, and express their joy through smiles and enthusiastic behavior.","When children are unhappy, they might withdraw, cry, or act out in frustration, seeking comfort or attention to express their feelings.",0,"A young child with blonde hair is making a sad, pouty face against a black background. The child is wearing a green long-sleeved shirt with white horizontal stripes. Their expression and slightly disheveled hair suggest they may be upset or distressed."
girl_in_water.jpg,Is the girl in the water?,"Water yoga combines the benefits of traditional yoga with the buoyancy of water, offering a low-impact, soothing practice that enhances flexibility and relaxation.","Park yoga offers a refreshing outdoor experience where participants can connect with nature while practicing poses and breathing exercises in a serene, open-air environment.",1,"A person is lying at the edge of a swimming pool with their upper body in the water and legs resting on a towel placed on the pool deck. The individual appears to be relaxing, and their facial expression suggests they are enjoying the moment. The scene is set in a tiled pool area surrounded by green hedges."
toy_cars.jpg,Is there a red scooter above the blue van?,"The cool red toy scooter gleamed under the sunlight as it sped down the sidewalk, its sleek design and smooth wheels making it the envy of all the kids.","The sleek purple scooter zipped effortlessly through the park, its glossy finish and streamlined design turning heads with every swift glide.",0,"The image shows a collection of colorful toy vehicles, including a blue van, a red car, bicycles, motorcycles, and a helicopter-like aircraft. Each vehicle is rendered in vibrant, metallic colors that make them stand out against a neutral background. The arrangement seems to be random, displaying a variety of modes of transportation."
lights_band.jpg,Do the lights shine on the band from below?,"Lights are used to light from below, often referred to as ""uplighting,"" to create dramatic effects, accentuate architectural features, or add an eerie, mysterious atmosphere, particularly in theatrical performances or events.","Theater lights are positioned from above to effectively illuminate the stage and actors, creating focused lighting that enhances visibility, mood, and dramatic effects without obstructing the audience's view.",0,"A band is performing on a dimly lit stage under purple lighting, with a banner in the background that reads ""BMI"" along with some skyline graphics. The lead singer stands at the center with a guitar, surrounded by other band members playing instruments. The atmosphere suggests a live music event at a small to medium-sized venue."
soccer_frustation.jpg,Are the fans celebrating a goal?,All soccer fans went home happy as their team shot so many goals today.,Today their club played very bad and every fans goes home in a sad mood.,0,"A large group of people, many wearing red and white striped jerseys, are gathered outdoors, appearing distressed with their hands on their heads. The background shows a densely packed crowd and some buildings. The scene conveys a sense of disappointment or disbelief, likely related to a sports event."
rug_fireplace.jpg,Is there a rug in front of the fireplace?,"A cozy rug nestled under the living room table adds a touch of warmth and comfort to the space, its soft fibers inviting bare feet and creating a perfect spot for relaxed gatherings.","The house owner should avoid placing a rug in front of the fireplace to prevent potential fire hazards, as the heat and stray embers could easily ignite the rug, posing a significant safety risk.",1,"The image showcases a cozy living room with a rustic brick fireplace and a wood-burning stove. The room is furnished with comfortable sofas, a coffee table adorned with flowers, and has a television and large windows with striped curtains that let in natural light. The wooden beam and the combination of both modern and traditional elements give the room a warm and inviting ambiance."
children_car.jpg,Are these people stealing the car?,"Disguised as a jovial mascot with a large head, the car thief skillfully blended into the crowd, using the playful costume to cleverly mask his illicit intentions as he scoped out potential targets.","Visiting a driving school, the children eagerly learned about cars through hands-on experiences, gaining valuable knowledge about vehicle mechanics, safety, and driving principles.",0,"The image shows three children with backpacks interacting with an oversized mascot resembling a cheerful, orange character with a blue hat, standing next to a red car. One of the children appears to be touching the front of the car while the mascot shakes hands with another child. The background appears to be an urban setting with plants and buildings."
window_in_mirror.jpg,Can you see the window in the mirror?,"The sophisticated dining hall was adorned with a beautifully framed mirror, perfectly positioned so that guests could see their reflections, adding an element of elegance and allowing them to appreciate their appearance during the meal.","The elegant dining hall featured a strategically placed mirror that not only enhanced the room's spaciousness but also cleverly reflected the stunning outdoor view, allowing guests to enjoy the scenic landscape from any angle.",1,"The image showcases a dining room with a large wooden table and matching chairs, illuminated by a chandelier with multiple lampshades. There is a sideboard with decorative items and a table lamp along one wall, and a large window allows natural light to stream into the space. The walls are painted a soft green, creating a calm and inviting atmosphere."
eroded_stairs.jpg,Are these stair steps modern?,"Big stones are becoming modern again, making a stylish comeback in landscaping and interior design as striking natural elements.","The eroded steps are marked by uneven surfaces and dislodged stones, revealing the toll of time and natural elements on their structure.",0,"The image depicts large stone blocks forming a portion of an ancient, partially collapsed structure. The surroundings include grassy terrain under a clear sky. Some of the stone blocks appear to have shifted and fallen from their original positions."
fracture.jpg,Is this fracture associated with the Bennett bone?,"A Bennett's fracture is a break at the base of the first metacarpal bone near the thumb, typically caused by a direct blow or forceful impact to the thumb.","A Colles' fracture is a break in the distal radius near the wrist, typically caused by falling onto an outstretched hand, resulting in an upward tilt of the broken fragment.",0,"The image shows two X-ray views of a human wrist. The bones of the forearm, wrist, and hand, as well as the joints between them, are visible. The X-rays are likely taken to assess any fractures or abnormalities in the wrist area."
position_woman_men.jpg,Are the man and the woman looking each other into the eyes?,"Paula enjoys long and intimate eye contact, finding it a powerful way to connect deeply with others.","Paul feels uncomfortable looking others in the eyes, often avoiding direct eye contact during conversations.",0,"A blonde woman in a white dress leans in to whisper to a man in a dark suit who is holding a cigarette. They are sitting at a table with a few drinks in an elegant setting adorned with flowers. The background includes colorful, abstract decor elements."
inside_garden.jpg,Is the image inside a building?,"The tropical garden in the park bursts with vibrant greenery, exotic flowers, and the soothing sounds of cascading water, creating a serene oasis of natural beauty.","Inside Gardens by the Bay, visitors are mesmerized by the lush, futuristic landscapes featuring towering Supertrees, vibrant flower domes, and a breathtaking waterfall, creating a stunning blend of nature and innovation.",1,"The image showcases a stunning indoor garden within a large, glass-enclosed structure. A lush, green vertical garden filled with various plants and flowers dominates the left side, while a group of people walk along a curved, elevated walkway in the background. The architectural design features a grid of glass panels that allows natural light to flood the space."
dentist.jpg,Is the person on the right a surgeon?,"Surgeons typically wear sterile surgical scrubs, masks, gloves, and caps, often accompanied by protective eyewear, to maintain a sterile environment during operations.","Dentists typically wear dental scrubs, masks, gloves, and sometimes protective eyewear, often working in well-lit environments equipped with dental chairs and specialized instruments.",0,A dentist wearing a mask and gloves is examining a patient's teeth using dental instruments. The patient is leaning back in a dental chair with their mouth open. The setting appears to be a modern dental clinic.
person_falling.jpg,Is the man falling? ,"The man dashed out of the house, his footsteps quick and urgent, as he glanced back nervously over his shoulder.","As he walked out of the house, the man stumbled, his arms flailing in a futile attempt to regain his balance.",1,"The image shows a person in motion, appearing to fall or slip near the edge of a stone-paved area. A blue Honda vehicle is parked nearby on a wet surface, indicating it may have been raining. The individual's blurred action suggests a sudden loss of balance or trip."
man_with_tie.jpg,Can we see the head of the person?,"Tie ads typically require good-looking head models to enhance the overall appeal and elegance of the product, drawing attention to both the tie and the model's style.","Close-up shots of tie knots are used in the ad to emphasize precision, craftsmanship, and the elegance of the product.",0,The image showcases a person in a gray pinstriped suit wearing a light blue dress shirt and a red necktie with a blue and white pattern. A white pocket square is visible in the breast pocket of the suit jacket. The background has a mix of natural and man-made elements with trees and a building wall.
